
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
811,405,12972.97265,-1518,FFFFFA12,1531.01843
813,406,13005.00488,-1518,FFFFFA12,1518.64208
815,407,13037.03710,-1518,FFFFFA12,1529.92761
817,408,13069.06933,-1517,FFFFFA13,1536.41064
819,409,13101.10156,-1517,FFFFFA13,1535.80981
821,410,13133.13281,-1518,FFFFFA12,1528.36914
823,411,13165.16503,-1518,FFFFFA12,1526.17260
825,412,13197.19726,-1518,FFFFFA12,1517.90539
827,413,13229.22949,-1519,FFFFFA11,1521.20898
829,414,13261.26171,-1519,FFFFFA11,1525.91284
831,415,13293.29296,-1519,FFFFFA11,1541.07995
833,416,13325.32519,-1518,FFFFFA12,1535.24877
835,417,13357.35742,-1518,FFFFFA12,1523.43603
837,418,13389.38964,-1519,FFFFFA11,1535.29711
839,419,13421.42187,-1519,FFFFFA11,1522.53894
841,420,13453.45312,-1519,FFFFFA11,1514.53405
843,421,13485.48535,-1518,FFFFFA12,1527.97851
845,422,13517.51757,-1517,FFFFFA13,1528.30932
847,423,13549.54980,-1518,FFFFFA12,1531.82019
849,424,13581.58203,-1518,FFFFFA12,1535.13806
851,425,13613.61328,-1518,FFFFFA12,1534.04968
853,426,13645.64550,-1517,FFFFFA13,1533.49560
855,427,13677.67773,-1518,FFFFFA12,1519.00000
857,428,13709.70996,-1518,FFFFFA12,1536.14733
859,429,13741.74218,-1517,FFFFFA13,1532.83056
861,430,13773.77343,-1517,FFFFFA13,1521.17529
863,431,13805.80566,-1517,FFFFFA13,1519.31250
865,432,13837.83789,-1516,FFFFFA14,1531.17321
867,433,13869.87011,-1516,FFFFFA14,1507.62243
869,434,13901.90234,-1517,FFFFFA13,1528.97558
871,435,13933.93359,-1517,FFFFFA13,1529.93115
873,436,13965.96582,-1517,FFFFFA13,1541.41796
875,437,13997.99804,-1517,FFFFFA13,1531.74328
877,438,14030.03027,-1517,FFFFFA13,1523.24645
879,439,14062.06250,-1518,FFFFFA12,1513.95690
881,440,14094.09375,-1518,FFFFFA12,1536.22888
883,441,14126.12597,-1517,FFFFFA13,1518.47802
885,442,14158.15820,-1518,FFFFFA12,1526.64978
887,443,14190.19042,-1518,FFFFFA12,1535.75573
889,444,14222.22265,-1519,FFFFFA11,1533.40551
891,445,14254.25390,-1518,FFFFFA12,1538.10449
893,446,14286.28613,-1516,FFFFFA14,1520.04846
895,447,14318.31835,-1517,FFFFFA13,1524.08776
897,448,14350.35058,-1518,FFFFFA12,1535.39062
899,449,14382.38281,-1517,FFFFFA13,1531.15405
901,450,14414.41406,-1517,FFFFFA13,1546.79223
903,451,14446.44628,-1519,FFFFFA11,1533.79931
905,452,14478.47851,-1519,FFFFFA11,1539.71704
907,453,14510.51074,-1518,FFFFFA12,1523.63647
909,454,14542.54296,-1518,FFFFFA12,1511.00988
911,455,14574.57421,-1518,FFFFFA12,1528.59082
913,456,14606.60644,-1517,FFFFFA13,1534.94519
915,457,14638.63867,-1517,FFFFFA13,1532.57775
917,458,14670.67089,-1517,FFFFFA13,1531.49291
919,459,14702.70312,-1518,FFFFFA12,1541.04248
921,460,14734.73437,-1520,FFFFFA10,1530.27160
